"p","q","n"
"a71437339955848758557987088198410550174062394038605162301750710893278941686307","a101078037481831283376002271388291747214023968233082036000693941284442659940419","a7220746125659604375822658321730056033871099712955198158848167788457154320779399032223249903074681743892971779646892596041262451399366755392596032008142633"
"a90035326177711819728803080395880317452160872218615484907527822262750850545943","a84921838807300103418837615115196212652282933859041698865289291865333949827033","a7645965456626330500310148791051696369479615563492529209972404343880506743801807487356367474969339738607123089991885484418971505283747931872286298469877119"
"a99929629866234649458319838971345338054018865814776495902837287751336138243821","a71151979980062177269710487563773834335108706924450513757734946853883631958889","a7110191023657351207788953092014959994566638325478441484342112078052083626120439838111848756191944430943601125598134718846938517281711108408797058530274869"
"a65991734022270991560089394233332185449835705297932536841219936810473351888253","a113869228022214984741262012376967243423111342314615241558436299416558676499523","a7514427808963337980096066215102878832342321975940544457532196303095865010961304673763210433905127331814903536971062052820079433684815786877849788303803319"
"a104061671014972897904627680077168980884522456722895839722003245057785909230483","a63998139197694275027704532981122166518974140175566871737425176317979996595951","a6659753306760903210809732205435580769850311636925028498521806569772091638393321483771645473847779024917492734262331870100553966931289921405917809883574333"
"a84053036354856166406099196560743019461928609321576955385994159499776748566849","a98695357897849925005605033889374466422737509197721868539069602596147090104229","a8295644505443520414802369692753180547947208105058230106637914001794988872812788690422231353277759054798099438890831670012767518431910382388932545784104421"
"a89422024353033820357473159151607550602592413684394825526266845491008792359563","a88050481449558626840447259496838783186959407904827794041096602029328265860493","a7873652296478784169186022125491911437278809177970079550204129677520341036625298625328020950538679340073429635841902415577002118971899161671867712052444559"
"a62243428756678801812624757310266946184740722388766828432365354661401174931823","a60927317672397918024633757786130727445104557991533009058725068432967226527131","a3792325156877437131923407672004524173567217417458799780313088511111570564120194758560766800221232119926272634444882607723933283192418790355206175984789813"
"a89655633269829425248449185108171413917675845723934230588179477614174366436807","a74767735776086775636314960132883571544445723116597869870951021850672998535203","a6703348699156341304192201984086149124114778182646130539974392073743154557837929966863107757671091260649186044668080754986339482057205179035151677464416821"
"a77360261047815983574613486646127083968884328346668567543291340081032974819601","a85587868385127378667258112104779430898081020088561243190572629653256433174273","a6621099840799570640834351365369046099551475594734884515258815710260461518707732087777764650189145820327676614007559459716137543702707097002227363969325073"
"a105933192639357350201569965088370775328817383304569875213265014316496341499999","a110502312628224857678683263166476680531996319577752841112095505526999842766793","a11705862770740234260775955932426502406795533004256067560167189093240388700665495030658394535989635767156431030437395361662938151580275491361695187966733207"
"a96025058159744768156965812523733298378448019662277669434451491625366653785893","a113430557740784416445532467883180587424546808958642089154646083808030814785167","a10892175904151110702895339473274993437189491066065495865922358107845025577690970782699535970124414383306483763256357970476809995681647739204561960010249131"
"a97222185485611361950178065080652078235184776168569880403697825166569043373071","a101356780633425521752549552578589739445154630416996003017413802478282055401143","a9854127726967317545831096237925943716835082704361239585690580684544538488338998172811742650206927997862339095543502751288948130318986570591535306708820153"
"a100632562517401204797291254445518129519083349552038180410638802471550879406857","a108761854036263616251241358130396017623335308194474255981130971684581983508541","a10944984075812762925097183299200484368086205003895607157956806660483485056686050289799872591038959133104164983803933275159185151814781825571984621873465637"
"a101844973745943055241109057858673951244992477872732473242296536140870698768551","a82340575167861915929517419019659322987183577089443960010979185363622532582987","a8385973716196747506595085331968788721220295681382240963870349579099476588280693465047742899203388353141105792708373304479932709298836496922582654113241837"
"a110414703143365723392212536863293779578481964875019441294187013381826307842399","a112364682777859205002876281250668459856174389664968459640731586066976731941047","a12406713092715783126392969343623016819097572587977628980784985382229041297081136007478720795629766590150038702593971654644947324064336605825049733835051753"
"a65725166835110382999953593088277003735623221836494861570499065446353873094217","a108806200173637466340721112414339373245231124990236198372560910376639058999097","a7151305659106738798839309332359960116690471901081144274931533179001192058556190312228785181863649820051964990441394793072768319067978344583251674398922049"
"a110056459944704088097656880218897213149138604370415934958799751829163561423707","a62561407107731772844234166749885556033993126532288314786316186891840822420641","a6885286995436407492844785012988773989645756938791016986268253067077367347131056340134480909438435151671855419279539171127489950585738823239530807983536187"
"a107292063213184870153927906836503006853407588346160541109429726042547310400919","a108755015581073741419518226418720020306967115345231990701891665475564938606999","a11668550006475469347268270909865133152091073268241452629203591765616415463355908386304717790200250297745420964164522019322857911046585751114974244069432081"
"a114416276998895440811427880846664017887427130456597766914488756292719753872331","a64656877026885498286555031255062498021851630466201170608764289877836893586669","a7397799151791650271613081893924545365696177708732013977693991285597856951765283452174196096552855897821523442268969766749321495006089412164368992109555439"
"a95844100179126878829989157208381471466255789575254965393257279455275005005337","a62468452778305008248421841745513188315877740240776530963021060471911419892297","a5987232646118922012578908575322143306298868944172575209108624176256477090634443332734620409833008479615945352039507789192047887680608730624207384450189089"
"a98666062346530882279927283032573759057547361988629544216546767593740626855641","a64530915756345885046758660376116165722649626683532346243731867620670911091473","a6367011357294355158846563445308518858646786817411170582201144443640733326936899975660716262634316523266783183724326882435170375694175652051001319317049193"
"a103934517723759934577578646518102118282193216549637941854809059850547977928711","a71117118955169915755855628137067034738558275736916269044154551763570150654671","a7391523460508851209355201128795206205187864904603533817374045086310435168514679237246057182111746893670665792278824842213984252130743324401642835217159081"
"a75555923571400600586973821975889517110085631417264260014696605347981793909509","a82304853981605984558123533968527953124175133827088376483641554003615325001581","a6218619256989508181925614005867277313809379679417342238867191868981613790697098677676683395244305246579731799466642185010443137299595749107054841595933729"
"a93923245049939397303913651092407158261476980860816567264724905835527692445807","a72926604797641624214017657734404624181522280645860552197236498303594236162979","a6849503373068980384266033362887593736202562507266685902671043718771187794609902498877423677928933778154283388550864033266175999042599336982215355577179053"
"a86209912877812306006753144866344596828191850790392298683220416838409255951833","a85780152153147474183893019697795682135251261858312969374460500131436555961589","a7395099443768327443580224311147118308465047900357971809739140806871561839834705953575359531510324593459652572111233571166920403932102786151293476782142637"
"a62725302672600619192786412504933576906300950299842816890991040773591456826511","a79679761436437248715214335699383871915637547516679292851720703870382967106533","a4997937152981137108992129198563041681015855652927743573357251618656376164998951119668751012356994406437970295457156170783902204066553942477067108235696363"
"a114894005031627935021154191635791013192470906015697107402850528836954313249157","a108874700563623923258318715372236468044973626317998184999144945871865190302279","a12509050394373991811834803864842670466967289685972286073747756021564254800295944100547449692565147396436908746556534443256285604387648409966497999471928803"
"a79345683045199562486423534462014623929237603555997255684569925984113618274671","a102974614220777054052103275878020621003871882457283868822204991148946814311677","a8170591101663475654479421963017172631691786380526962459898870357241286150185274176111233084835646225398651512943116840060481059480543959936002551188633267"
"a59656386238276936258364642780960976033882529809594665677242534979594452846041","a64008113843567102495401902141043022243546569017416150503094903983811570251003","a3818492761835439945689045060538905808869022919102051134266584533720843402654724795168635923196727866130074466763942889647536674106715454260710942084829123"
"a66688342094233605011380705916338188329705044561653275413650265122761553099457","a105002716023339403674306210892523305013875575272247061122701173162186083940723","a7002457046988122601173730382983236972646902790494057983595748476631543175221373880298752169871500629079672419502698218853735949609688360338056773311487411"
"a99613281386114936068834396889211656692917397934789872981907873124399768140711","a80697878363561074337706694193105352398907220908018658007064401388935156047591","a8038580464691885603900824561628423418671631055448351632610745767898919390679829974052596012480898130274525825016810277420548888639615747145572101500577201"
"a73098201472705765734447097102231477431438248214143582748194543548638681477787","a77044988696094718576697291485441857803200486662342344114980352932461459307961","a5631850106169470031147127280536826159343067121187117150285680937767625031958871833620250647331242202507704816188298848395215809779231661419859097813762307"
"a89576266298410842527192609712664118027740448028989736228138352576272953645413","a86029194204477406860599668957421215570127436877023131141429948832998133195017","a7706174009497970912428879421426072735223534010780454866149808840532591196958820310549139960067228278725290021853151416925124067714138617915595614996507021"
"a92437931795101433100965175391477342052037323275014119461216759425475623682763","a77991537053681234175463317479724290946306929636469757985374019773632852988909","a7209376382763312101835296470017134903651123094963928126707602983768002742217070972147394956297227818505447863003658346476420840207750887359356470573475567"
"a68557900768904621724746620486837188272034441743198920888349350069082722732999","a110787751222390355078456843192321574594788758703860555314354644904125104384459","a7595375654714729669820727385315023022362117744262564794883083869982822794675867873554710260089084497136237543129673156614810111083334351141359606102062541"
"a76180162871754485567923625325784384030120881579174822198065321422751343437569","a106790711754002461520631896429019072287313610898246117938018910623802230889461","a8135333814610493655583334914434602628626282594112136988607536603674613340501272640273624864468189236721689331852630720489716258209566059643240664193560309"
"a108203321536391473303646967901667915620635787146645092775365300189040736996007","a100656919436361409019956729938218164753135174762010203128556361221495220034811","a10891413018635265926875067785359013122372968259062970351065949819594311700618382549222304238554066391751325528228472534352403558726592545300406682107999677"
"a74151464014765271495634957732794262459782589924429643879330576622454828014089","a100838669445050410865890312066567108766622367717451353136151135510578281766933","a7477334968651465851122032896477804338989123875096179920551622537431458691970337903602317108177623511332753249629514631968524744703422549388354014338319037"
"a108829934593181490659487104184908749357642005113663816978573004926860088283727","a103930035259167657138591182763455168798685902456109385703028183689361704631563","a11310698939522262260653632285311358422071254852220917572321094120628651716653463529488874843077783021733117805599445582565002646442349817524018127543475301"
"a89109051402918577596765036554839411953660741254787768683565716330612517443839","a84536175540347268765242981721936419273792869756388551789325476239206116318109","a7532938411630952934299905388922008681275044234687659267275704426550941947584785774698182586152570439353925828930480906761774132569520597301792630866180451"
"a76858278460551023665256240840390177942458829870206494729100138257040150131803","a74580564549040864849378183565588111798381569729997045067466905226921694467463","a5732133797855282772547426546453860953571469045590908393014384846412958590581504723216562646027852902875566450280085646099957026734186703688819735345025789"
"a91210090839770120654967449249555531684457284388947320667490318057879767349823","a65057204706756844624616034668258909352544681977806995338853507672835769830363","a5933873551084812052395356380860886550208794813141005051245625228636034243436203573131254613406810467047917423596961126410435044664002127115467474788075749"
"a115295251294316272320372292388007830770338459677262110478606641928694855410973","a100854891524371668756140886805245616278430852043939905175084617620500605784479","a11628090062563439885256700822506457418984140876020146091836850729009301406090008599096020381598751614060804344330010660195733686985969798817881616609688067"
"a92972247504610792837437317564543079801430713230369710805110662811562988637123","a89160243809323082001422070675360142129645529609944850748685961125195301898077","a8289428255011827800839199907779756171209554864324330524755204667153002630881912022941614371291543597248144363912834972630211266091016898907247905284512471"
"a87948712056954025415516271114662519317130267760776711222201932169978407842113","a109929129101068546962203581114174705878441272361813307226950579917943258510177","a9668125321981602941765145002136542777043761825125888561158355721523908028998780690479425726362600578191365467224926433803948226170990566352031001819684001"
"a97960311236212843610277623387880309465254582914631302327391510259519411601453","a104160235147058109517354619842930975701024819942516876233410373361121483949399","a10203569053442928478593898349469364885428214969385286858392323046852200162423348170666805915446568982772272044687849131931408788314209305650582169806876747"
"a76854101436873228225629931134255027983000926099204970726785847288895397375257","a57901435482739359493981139295519479679764834371831321539065325343775285490959","a4449962795931021529468114536845902048529590081023016027680462947837558676049394900595618805873625316800100247767432285145544310352607030501022523203801463"
"a107042716847197444807113274906857991491354866754261848093950303045812459393487","a111001309303863274632631003752325736695370448186119612867118174237155941676207","a11881881721481619821807740732880336392014138570737638050207530785592622943894453580683376915915844997400384323554648591508075942904267421424404485358663809"
"a104507688361068227746285622593297420939834879501916072628400544538998078720093","a64178029221391228354148440828036933826504386647558100846357780617320328892843","a6707097477496684689989160549224238933083154554432160587376496258774076487726397149314629249800947989187274223378252316914690537055083008230292549187994399"
"a96138967295035226013210219706133407850757969823558968200295526396625435051137","a90779704045790348497392446173983126169540318462548397808550255311276130116521","a8727466998311215303671401621619439106278274681722480443355194839198276513547894051876365273776712281685564136148621227239729874192804903480469777403534377"
"a63980263675428698431560815608659709014746543890390988799329187984334084078453","a106693101055546952149440719344028156128990575077142366814920546292009196576027","a6826252737883053984944697806054150185987024350429751551853746787942564083354400773198055832369947472978147569694718269147336911170276249535470903247046231"
"a89053691486188526692414163058026221836105488913433021638910171839358682298257","a67990442305065795650977916988197614592347130928324924022572845058923519494907","a6054799873044830074036857992463916979415723803565346163860827134106275787307558144772969420929909424924883021925111390980914382308631709882797386566477099"
"a68686900465954594980742094474127243738390707997513224833700420033075482654951","a108421546775303364673560281799762341633461799391418839463026037067257436784079","a7447139991720102593868431103790398113698003135356923620299790875448605557724452441351554378426114018303311507977675084553296135403883756135268330247325129"
"a72313861642716128819596070789261500360580737069017115941617131769736351128491","a61941612510989646675643972809952185354208073838862895363213348973632491992259","a4479237197046439688048355727082704110523959001024731837522581066912823530850169685343771480638838494878354067938267465706935432484509813058175435486351169"
"a69589381823967323025096825315485309173445980324771267141071225816524683017029","a62400228311205347157020312669040083980638500177374900387929267523549794336527","a4342393313851204550285881792893366452850814380045362749547302497253861373023104532082825410691410872421825026356528669554223375055664487581433443697718283"
"a62534444774693182097037473538999908074263934879348328141963856217251143372747","a86933796887278303275872392201996569753031484380649547464180319320198478189293","a5436356720501899111003218760742459448737767041988819596643909808205498184172450139809164862863225826159396546002771270027844500236856052938496761523397871"
"a100518628645455510498098164311075208813602919799382448786506868648584311874109","a103824173617458853057583611208821540390238344216462554722074400911407393648541","a10436263552274645740101988788264471418783925772053062567636883980366191378482855376977097168903029730733953992980688411481019910345743635702146094983524969"
"a77788216314514280242170765205980978778814096450621090157913489511661061508461","a77445054564327402106118846549181727569126005452291006018212864344499183829207","a6024312656939261444364702439977172283486938921736069625396388209461298807774113679486122496096269394531997011660395654736712957134510602377495917609420427"
"a111718601605821354414257285285552497962861410330805927776422616770677574484027","a77183583325651331718955845642735075529261286742618931534312827920425546335461","a8622841996068157182320446666954842880148596708658147098817613337062132328361876336390887199878596701315579284024899565834193148906703443253489567728181447"
"a62724260463658925658779959484352614836840383389425225843179227692886042248627","a111813248844822381181014400834947047752290229604544997343024591343400297052101","a7013403343830549524825218959850728298200799832428814561111515187893888324825110096427392008904087091254476127726284845981457126686169623917115329414715327"
"a88315282366933753850527535836470111167139377279159294807220635473394619261989","a78578817832409853499863210845030250484345111579641050879694085893123412849147","a6939710484929125551802027306031726106660870114802929507088436656612774650515085293853443290566536795077885125010639443240004382522207163100158348928173383"
"a105277885318886727309739313097364512592101379873525057213430042787448900813603","a85413383629030944194905016560328181898985367438152414602129834118267630012837","a8992140406395196778305570669971960679578302251966454212696388533351327254320498736960427657261838094656967465529964250330438908738216036494380110634221711"
"a89913469360472195409583631438170912506574558699207274952263652013607020700129","a90626868780617407499867630490516773631599795055865548010970156142396502577659","a8148576189341577422545128055935159669089513210259858575238025506678857035355957112080625798311542893369993199858056487113969665600209458992178519373818011"
"a107884944527845824987504955963126561409144081683319495169529661900437103132543","a112975613387629955276558697863893203986711661260382256440149628613722977442071","a12188367783323813869796982905056042279567724272719042085229527125273828633154561929192167606339645739940084853057889755529973678623319845752446159417416553"
"a68701700531757049283104711905661389217645662018747048876136978782875575044697","a101373425463640435457605899626325031782974687794533854445769106045494279596467","a6964526718081419704943992401143336049620916759047652783498714294034843946580679125488566093864333702651124156603926752485351026116508887936328408648285499"
"a93238208074631940303045577520392188641166856602550866769501540008857123645101","a79872572700241848806285572591391236149488715527775615590173464896371400823077","a7447175552881316226920123492259313592916645974040509687396861469794246282106711423675171820862747020372374902952608683750353842756855167466381269838795777"
"a72961120633984905744519342924437980961812077677195946708811759578299382811663","a110469442513009921761949638533895257206449089058458161895712611996271511342307","a8059974321560777562124412276350351913548606015913981455846872241049152565417362481123540513015324580471610153013623175105909109360462892204852264904926541"
"a70888693913559543330700019743018404872802325654972128388098568498178653767131","a68634095871794192991394550097457524328984205447512672758267372400853785756163","a4865381414289519187701506302850552263312646672503758768146760399713804178036320508804840752254386618093427994709907966738523816438780169779235309350078353"
"a68577660877257591883063383430021120383593234452807009868357942574856269815099","a65149600586463862271839645848108250295271034870095892655032754782958264512577","a4467807215307301071789748555639080548700168400508857048730380270453920115450990667819335448330368102391543733143129691186054990773832947783616241150000123"
"a90493673510652861848710338974838416317406580152524723407934336353734009225479","a80086512784990159654149897005233232316803087673737752747674743345995380408077","a7247322740571625765098988169875399861038557218431162891416449978904190641442928119208547320543012617895038861327818173173082297125273494012825569725793883"
"a71177664657349539019764728807898360321201340738657277845785844827184764716929","a102774556650109884628615439966911353084631936258308237944358346494702324374131","a7315252928549294368084782771681941918332808915342647503622097853406917476233622704165440062341303810204129267470633784765151348684614033331441651305363699"
"a88822408416069188544944844226283145315714732562962051737250056733431013808907","a65648045227847168004499919502139272380392215877414723157874033040031278986713","a5831017484944423025652447646167198759554333649806890115477936663870955160303480361954692031269426774143464224210118373684085347480803449151110921574052691"
"a65939150068895920479198648215132951740582445216823474533003186083659769693663","a67619233432034292256962872247722778586030815448820458575841654584864838522021","a4458754780818613331673518668140120966792892012668465922613847680404957959908416804116046285949220603897533114694389578987212592808357090181676756849652923"
"a100909045614711101290937903484438597562602705884468770052881517175408098040829","a60522328505559268631365705179095256046501269585571730152277574310422463839449","a6107250407876010196833832365919521416245448604092778859678786604387002533059352021876948913472673006360015375294712781096871154669914604204765234102863221"
"a105158207846407411765177663907574033801311838621528421762113998475461183846063","a90360682328081033502652410657688971189632336604952335654497736124785201190123","a9502167413399538488492353227070004959379415965055119744765483497190140846034624603384986046951000992211720532574614769843906405585523139447031170028035749"
"a107283940742330721390092541221362519694870663850782699949563745581135476912391","a114584189605905222943695407132375847723545643914216402441696197316258015866321","a12293043407687923714028809149682538437222743555190349673373805781423639289702023568558778509794555871176824984568915032339814027627347887012974058084483511"
"a82939437015390428287431890038965580540874506796052519825131311192202718117781","a97960707913961578606867106027842650700086626285462849858613819308411078107267","a8124805964013075019420689403348934054960650797176025060662601867539291535918148326772198661455548672020998289984222179943585463780502062527978142258014527"
"a104936454145120954294343810058337619601729146284630555016220480477728192056483","a101692691024703379649647546838186326116834500751463808048514341044361227114417","a10671270408607739428514582068075729026134531086749270953326783801948155370748500926195063721855039032909770211560376768959534311818175009640465735167615411"
"a93274485499642012626682644513932189743488966933938848270977423219931241898491","a93988662486425219001876859593293655307713834551572026499752118574564240366759","a8766744136220816282219760782940530531114728584269646568773662638782417143327304536539615351282233767445841080065602870497720448440773870319400909288660669"
"a110564521811470021051769188792099071812258454369943917556062743343780452478569","a91980161605740242879460799878358549414489980111350528403943552663477772991737","a10169742584080404478946411038064076174077170687461333670659484528060915088439169506054585352569928002435336254871414765871864928028647300251632468006584353"
"a95863427928799424686117770678999424825043681970000169294798850602631639209997","a101253986996388634240478804591466281910139282389173086404095968645380527000993","a9706554284931895971563253722027250637829791724343254206488927165359043842060701959220998151515294267461629538521826280067660863762903150966140746154527021"
"a80583175425873085557919223529026244030037185029137234445757042659797024044203","a65315739441316428226602386639797181268212575419035272353205833670800049757489","a5263349689470219457529750161380131735301766138340723560231059770039573953026690898946882362494683570107887122005320000622734258038739982331538512166286267"
"a99638605977825101900760360153400498190551915194546921346729104706201811760131","a85723440394319831291003863086579489443715125696544729087639793252212830007119","a8541364100513209752530519869162679015729410862409804714131513161102202200106050404523388491950870201596179862795800921587251272766688484436371378650372589"
"a75346094420577135989901316005754731091140257492371387372457933206711723007449","a70757283713973143927882527193565230852791798685079348155038133067979704741641","a5331284979656585350713478720469973885977162457833391280278008671496346958850428073494357182158920907706445256977210989157884821681145837452261778063483809"
"a110194403288918259057659576513283380716791391758209849653709541923641231723939","a75306791126812237565197621586372290606394223331980271917721016909270402683777","a8298386911822278799168523069907783508913640510896541313155527624343865997149140596890162486486089317083555891329211079184184347463396123346798057977837603"
"a96764131828228270241791276993411127059305255231895049745356500138765673760223","a73179824378502788882203074624866626774224339896331665336112622887033833941781","a7081182173328036808868275094317404523180310066443182359251415238021626872869556360052590573170970828240505565611802067226988926226089376251005624335577163"
"a94610802511727936363187784201102784138656934358294015577212484830424613088799","a115480287872030814944729848241721651239477960672802447266624125678386276245023","a10925682709858198174015667546700489266550244971758432339274977926708993326482152327772561643094636130763144611220256779983373958011160118531340895380797377"
"a63045982724973816855103706124319271255601383921140303478110554544277252059979","a108210071387771665380997163909913207476860088309332414316427668702411642070283","a6822210291381635911876443409512756871622597387765135223997736905181404933372416866787364048205450664074255802001522448351680098421741526705169982049504057"
"a89454918305724437068217867497723075982016638108277445800755861840784391139189","a107356879328649113565906069080977250339825895293469310563257287213185110334019","a9603600869901823002962660589837681379871764938927144054941299094234353274405915509150518576934411365883721422429120553171852553191530647730993819710770591"
"a81408200018707893224910542143358525401898105151044607007463775659986590799991","a93026355316553949075369586890842946360647624263007074006642789031066059161653","a7573108140621414319482182819423435293400937236983983900728001962678813745447211292403750214037386022249522262030598848685075753441130510664189968059945123"
"a71194417005262491899249911371722115241168631033032124835737301778978307468863","a100853644119183424219250528254621487944700525630270625605960605950054668760437","a7180216395921483888540257769023689865179865280865735626233667981814220492806045890657851339206927221393891002426850640991529215639853976548484999183773131"
"a95484042063637030806645531165660189034217528386719766364637612224204735201971","a106768418524218340107649386189836846751698886719702944044230112867116007310483","a10194680165434467142811584420390904378510912158822728052677970235171207149379365852245043154968641387101252956537432620165493385596098445785190849510561993"
"a79574473714997997028253111688893301917564469703609192183742671381900017555449","a110709796299704755627004472875085202268908063531127582812200190878036549979853","a8809673775643638590307473702270561871855716199204014009722061916594963434408097655764171903430375066649633712274619464938701986878373594304734007260368997"
"a98858173817215803896705911637561188274288602498631680671359176200638508014591","a67991909176331173918185973811590756597231610855064584618552574670545189671323","a6721555975518097412504412634663022666171728355010496223940167960943491550392086690118903649231432530475944558996119381164510376769199129097181968578273893"
"a114095566945803296970885507360450755391577691279775983325164545771925350900931","a71554069777088248625268411801207401514003815924443516163308818397365537655363","a8164002158496452665703581518259590478175672801889349144789944014410590097346129270769165951689091355539295340484089497570331057214285504946194357433842953"
"a75405172399112238337589272179096889023960429950333412547026157323428789792833","a83041987876663753636030305161120895815433474708985881093369705447935064123217","a6261795412204818786548713492631805456285492130462569576422509360329349218621381217489089350384604531133180757210893168230444566487894006481121788215503761"
"a97824770715175362442979955219189869842558758846597283839143436031295418892337","a66743187406559801750228987982698553719598813853076777997538002902744601593201","a6529137004846692341547889756652358305019194516047455281857865134464055576867312246149150798594566130635484399936063163205644303968435928965100804890200737"
"a91157815541962252003464794485846661988185470794144479618520198630754404120199","a88387847698381457988061145487554556555675879705555402904811384165028368507843","a8057243116640109735060027562616797240971084172572649154991145303022274868072746391198803149890009460623224999427028569430625039067946699423125656846220757"
"a68219411671569016506363380891562887051739896176990543184449434654910931259067","a76514990714204385858394758976609780132864106173679781436263082422686967544987","a5219807650578589598808185883608838460956591495203999560274910774955774699732330476830743855255988332422529451177735984518858388510247097810465173874147129"
"a104701441330546770566477494839122270898227078148403045718293768151217274801627","a95005415057351572695818135547103272156335437145117881630088249928501349791311","a9947203890711540438403770092577457991340016964467894599679197392159353744880922338576462862016040897921836229989669069653665707783214396045269835373262997"
"a81800588433286548774653667968829796486758908861597304861033021871499964273541","a64050374660837475852645736087333776493639184984076817207554199538914858567511","a5239358336628971881700020934658493333475944645797507766175126977643303508675869009182012890199888949546804490403203384872869406500427917456237397019526451"
"a113846942142330442943031888803820322589841099767301888505499462152537748103131","a107932001297056916061534577311907009767295129271682265842803077189562844912251","a12287728306971973045894398661958277334791493527934379366493707313010236133737864432335711362222256093991274790452132271055243908820527329986830909393357881"
"a63194944202039920475504438120831353882416022701904834508657962022778168734363","a94080645007461616224276907559510334143558028043508997919272007861213833319843","a5945421111738462455034379201058474034473324342620855638216390901393561463172758635106144374032434968798037009186507893979303595491433428233955865883865009"
"a71883266295011496385369391796253778517583951127082633438042102277522447329917","a60722082508409027633783413364616847785462439450596072379445471535308491147931","a4364901626939625794642215516292019769036382642326808948044405400176692444043872634455656819157992716631318579937813174980086837968259186728021581208951727"
"a105251378323366297107026900999822584548413550106600794239180009890915223237689","a73547819644006259697629180156994787191346495056568114427347876302237261003407","a7741009390210014372379092199568510037622359320915524603938635680912944791754201478285365872560373219218125125036102207529186776594249446825023495399806423"
"a107187966518936863000116830910091441378202854509581708937818099648306234852927","a86627668788864647617002687954578758241288772498717634762547186359470623737067","a9285443661754375717679815493735500840478945974152208025098430938566139901930321446565547729986673190118976732101654601723602470996104104266113667863345109"
"a67524389392951129724277519651913609919767129022774347605590674548403989322267","a90645805639486630063466119722207538850528072413023934733462543277480692265553","a6120802676838460699508138495704086424727657236530133589213224495738493369735528690241454543676603418496635364796954588591116510178147196036582745259968651"
"a106356057006035581186719501415105979350120855042174606288531750807548150400357","a92249001916007861695782567771677593411467747611782194397660558881737339470757","a9811240106528817691422675727230742288995991326950922059174141668131859176743616036783776115680098264343720732000580504409575249960836682497510468043860249"
"a102198589766913384748871907502130882362865225792114160591294019300726744169141","a60984747025935439413847148272432095752913012684337822231479099342995276435057","a6232555143342567072904013055364016532161014200818610654182890086151198350363225837114052985908416451215997809945309389333014047946961055751183115909976037"
"a84498029598596631386464464331386452343597518665979534628247025963062242653447","a97876359989797924040591298547235813919314303120265393570626526094282042939891","a8270359563420844071983647457447048120667171329266670006115738067938898324221072236454606243417357160916313124161567215200189376278733825037015808564954277"
"a72341888508686058702191641339393615044187358659612787849946102835607822852267","a79004692803878242637132883909060329243670966146728864817176758746658512655971","a5715348678481151595874517001386738318988537881330283757499775997629261649473874833378366624426343366082768968415861086002280854692772659995773210928436257"
"a92068651400978319646610739988060980971273993845408861649543917861495597503401","a98641180541446636442503355092891344045183317648197143740639485830966423357497","a9081760465051416227215951818496352541922304138256639397041433956768862799292751952445902325640258219442757787378105494895382467929010479864950925296347297"
"a70491448614491756911459669990413481378182827660466466998593050892974356658261","a82965953009166767413576949906400542012663670494733767532252976363144981359187","a5848390213298016936898745213313411011812015770749740270055722193637919266039499250571411233034235805484134026227101460739224397316680187982194583051793807"
"a65501021798308378796276276507702201415722881289020223413636566291484585624201","a65211696878503336597238948994133345045663954213053753166437638043994635253609","a4271432778743525512658005821776105143062513106512723608129728266898746947437348882557474619540239803221877959928464181153509217409893970518084437202991409"
"a71295925140985520976426331726323613653359532272452853634051024017013652247029","a99469915625770530751245557950423369090737178248502452389509355158112356349177","a7091799658235081703631425466454920832736888148712202019260892051130698215249364493337751465583588202455294068611849034281752232962213510426225240984845133"
"a104925782892692393261482654806710255322768866306604268709518609083854155476839","a69361711473463014989805120162323018531940141451078951257208463869513049971751","a7277831879130151311841163566897876680178596466909153350562932646425926825848660200238219211979340127641677857110753420476232191734332584287687210884775089"
"a109306243103991458068470701689363494969616704244056062886697540901220656740753","a98564389205822592018864412085973758081101997958926229848473300603800122464439","a10773703087928075805245580335408656189209458064595470077086193324734365019360303204833588224040353152057966937557935127631170727722884082508804367884582567"
"a96684276782278563626610295241702214208533524700024070056256545052977000818767","a58901431949090894146487491044085374690222476372828612895385852454568660621223","a5694842349438449539431138507732101210648188562630243903421150939387314665853890853776142611589981418262991591121887521053676349439631844935349421856892041"
"a100553497636289376140707388511414513956486420893707984723315440248917217615897","a65360371809992066760821575826265488486297957254418639433287212653966275533753","a6572213992303032058362601996094219843400802390898155364554865995654159114792864597459734832406410897204300397947278372481088823365549775976853527812871441"
"a89970852358079456776251879971366400258575134690450839022070577688234807118653","a68255381833225423967695980500340430690904604826747938575433401568326161898749","a6140994881561463351331838848517637645366510366576245112878223734915768884016346408865775459586845863951997522785844633312128643233158751895875644215265097"
"a60386314234148829978503992957266953390857802902069787597114095568182826972993","a70535310406471942249280352235481561113528761961846058040861550057105287563263","a4259367418808442740700911800360071885453425132718510969597029843936194086323436763147124219398987599464852556381922321497246075572087333935470183279956159"
"a72116864355495598415698637271975182047033279806086316630695834247848273787541","a62855461070512722152812450071922089075051998921555371518192704333330848108553","a4532938760024300140720732519779329793971249004523985581345691081093261901923239051484977684664604041677265611181376315829657797523824472907887029226938173"
"a107052480380692698179164943809651427241771152872070871805960146351786175451089","a103370543751010780553871160653817123286153217675745266712423781154650022963539","a11066073106846617777847393287331651981025197905978002138612813797758212252903083494590513677071035424097878935997706385437881626538191175969473481924843971"
